no,Tgl_Iklan,url,harga,Kota,LT,LB,KT,KM,KTP,KMP,carport,garasi,listrik,surat,judul,deskripsi
71,09-04-2021,https://www.rumah123.com/properti/medan/hos7140056/,1550000000,Medan,96,64,3,2,0,0,0,0,2200,SHM,RUMAH MEWAH HARGA MURAH KOMPLEK HABITAT - RINGROAD,"Rumah ini berada di dalam komplek Habitat Jl. Tapian Nauli pasar III Ringroad - Medan. Merupakan bangunan primary (belum pernah dihuni) 2 lantai siap huni, dengan luas tanah 8x12, luas bangunan 8x8, halaman depan 4 m2 sangat cocok untuk dibuat taman dan lahan parkir kendaraan serta halaman belakang 2 m2. Dilengkapi pula dengan 3 kamar tidur, 3 kamar mandi, sudah bersertifikat SHM. Rumah ini juga memiliki area tamu yg luas, ruang kamar tidur sudah berparkit kayu dan lantai luar juga sudah semi granit. Nilai plus nya lagi, rumah ini dijual berserta segala perabotannya. Lokasi rumah ini sangat strategis karena dekat dengan pusat perbelanjaan Ringroad City Walk, Komplek Perumahan Tasbih 1 dan 2, kawasan kuliner Ringroad dan Setia Budi serta kampus USU. Kondisi sekitar komplek sangat aman dan nyaman. Harga jual Rp. 1,8M masih nego. Info lebih lanjut, hubungi 081265001988"
72,08-04-20221,https://www.rumah123.com/properti/medan/hos8140876/,625000000,Medan,115,75,2,2,0,0,0,0,1300,SHM,Rumah Baru Desaign Mewag Komplek Elit Cluster harmoni 2 unit lagi,"Jl. Kapten Muslim Ujung /Jl. Pringgan /Jl. Karya 4 Helvetia
https://maps.app.goo.gl/ahNEiAPPG4WZvHWb9
HUBUNGI SAYA : YULI 085260022103

PASTINYA WARGA MEDAN SUDAH TIDAK SABAR DENGAN PRODUK RUMAH TERBARU DARI TRIMURNI LAND

Apalagi ni keuntungan emas yang bisa diraih beli rumah Trimurni :
Lokasi Ekstra Setrategis, sesuai dengan area Helvetia yang berkembang pesat.
- Dekat ke Sekolah
- Dekat tempat ibadah
- Dekat Akper dan Akbid
- Dan Masih Banyak Fasilitas tempat umum lainnya..

WARNING : TERHEBOH
Dekat ke perencanaan PINTU TOL MEDAN BINJAI - Jl. Kapten Sumarsono..

Apa ada di Medan Sekarang ini akses ke pusat kota mudah ke kuala namu juga mudah via tol..

Spesifikasi :
Uk. 7 x 15 mtr
Type 75
2 kt
2 km
SHM, IMB
Instalasi Listrik
PDAM

Harga jual Rp. 625.000.000
Dp 20% dari Harga Rumah
135 juta DP Pertama
KPR Kita bantu Sampai Selesai"
73,08-04-2021,https://www.rumah123.com/properti/medan/hos8140760/,400000000,Medan,84,65,2,1,0,0,0,0,1300,SHM,Rumah Baru Siap Huni Jl Jermal 3 Desaign Klasik Modern Lokasi Rumah Jl Jermal 3,"Perumahan GRIYA JERMAL 3 RESIDENCE
Jl. Jermal 3
https://maps.app.goo.gl/JrtXvwsB8YRGHkPv9
Hubungi : YULI 085260022103
Harga 400 juta

Kav C3
uk. 6 x 14 mtr
type 45
Lantai Granit 60 x 60
Rumah Sedang Tahap Finishing

Akses Strategis Banget :
* Rumah Sakit madani
* Irian Supermarket
* Sekolah An Nizam
* Dinas Pertanian Kelautan
* Kampus Politeknik Teknologi Kimia Industri (PTKI)
* Kampus UMSU S2
* Terminal Amplas
* Pajak Sukaramai"
74,08-05-2021,https://www.rumah123.com/properti/medan/hos8139970/,575000000,Medan,105,75,3,2,0,0,0,0,2200,SHM,rumah cantik desain bali di gaperta medan. rumah baru 3 kamar,"Hunian Nuansa Bali di Gaperta Ujung

Cempaka Residence
Jl. Cempaka Gaperta Ujung
Kodya Medan

Kenapa harus di Cempaka Residence
ROW komplek 10 meter
Akses jalan lebar dan Cor Beton
Ukuran rumah dan taman yg nyaman
Dekat Pintu Tol Helvetia
Dekat ke pusat pembelanjaan Mall dan Pasar Tradisional
Dekat ke Ringroad
Nilai investasi yang menguntungkan


Total 26 unit
Sisa 1 unit lagi (Blok A 2 - Depan)

Type 75 (7x15)
KT 3
KM 2

Air PDAM
Listrik 2.200 watt
SHM

Harga 650 juta
Promo cash April 575 juta

Ayoooo buruan cek lokasi
Kalau cocok langsung proses ya"
75,07-04-2021,https://www.rumah123.com/properti/medan/hos8138659/,165000000,Medan,91,91,2,2,0,0,0,0,900,SHM,griya swallow indah,"alamt,Terjun marelan psar 5
komplek griya swallow indah
ukuran:7x13
liatrik:900wt
kmr tdur 2
kmr mndi 2
SHM
Hrga 165, net"
76,07-04-2021,https://www.rumah123.com/properti/medan/hos8136244/,3500000000,Medan,176,440,4,3,0,0,0,0,4400,SHM,RUMAH DI KOMPLEK MUTIARA RESIDENCE BLOK D MEDAN,"KOMPLEK MUTIARA RESIDENCE BLOK D
.
Uk. 8 x 22 m
2,5 Tingkat
4 Kamar Tidur
3 Kamar Mandi
Listrik 4400 watt
Hadap Selatan
SHM
.
Harga : Rp. 3.500.000.000,- / Nego

FOR INFO : 0811 600 1789"
77,07-04-2021,https://www.rumah123.com/properti/medan/hos8136136/,2200000000,Medan,280,320,6,5,0,0,0,0,5500,SHM,RUMAH DI KOMPLEK GRIYA PINANG MAS BLOK A JALAN PINANG BARIS MEDAN,"DAERAH SUNGGAL
KOMPLEK GRIYA PINANG MAS BLOK A - VILLA
JL. PINANG BARIS

LOKASI RUMAH : .
Berada di lokasi yang sangat strategis, di Daerah Sunggal, Komplek Griya Pinang Mas
Banyak dilalui berbagai moda transportasi sehingga akses mudah untuk dicapai kemana saja
Area Bebas Banjir dengan Row jalan yang cukup lebar
AREA SEKITAR : .
Hanya 4 Menit ke RS Bina Kasih
6 Menit ke Manhattan Times Square
7 Menit Ke Ringroad City Walk
8 Menit Ke Focal Point Medan
10 Menit menuju jalan Ringroad .

SPESIFIKASI : .
Luas Tanah : 14 x 20 m
Luas Bangunan : 7 x 16 m
2 Tingkat
Siap Huni
5+1 Kamar Tidur .
5 Kamar Mandi
2 Ruang Gudang
5 Unit AC
Air PAM
Listrik 5.500 Watt .
Hadap Tenggara .
SHM

FASILITAS : .
Security 24 Jam
Single Akses

CARA BAYAR : .HARGA : Rp. 2.200.000.000,- / NEGO.DP 20% : Rp. 440.000.000,-.Tenor :Rp. 34.900.000,- x 60 BulanRp. 20.500.000,- x 120 BulanRp. 19.500.000,- x 180 Bulan.

CASH .
KPR dengan berbagai pilihan Bank .

Please contact our agent for any inquiries : 0811 600 1789"
78,07-04-2021,https://www.rumah123.com/properti/medan/hos8135714/,375000000,Medan,120,50,2,1,0,0,1,0,1300,SHM,Nyaman Banget Rumah Ready dijalan Mentimun 1 Tembung Harga 375 juta,"Saatnya Miliki Rumah dengan Cara yg Mudah dan Harga Yang Terjangkau
PERMATA RIZKY RESIDENCE
Jl. Mentimun 1 Tembung Pasar 5
https://maps.app.goo.gl/uDiEcaz22fk1JyVE8
Hubungi : WIWI 08126409793

Total 15 unit
*Spesifikasi bangunan :
Lantai Granit 60 x 60
Dapur Minimalis
Mini Garden
Carpot Keramik

Type 50 (kav A2 s.d A11)
Harga 375 juta
2 KT, 1 KM
Uk. 6 x 20 ntr (10 Unit)

Lokasi Bagus Pinggir Jalan dan Akses Mudah Kemana Saja
# RSU. MITRA MEDIKA
# Kulinaer Simpang Jodoh
# Irian Supermarket
# Bandara Kualanamu
# Samsat Tembung
# Batang Kuis

Harga Sudah Termasuk
SHM, IMB, PBB Terbaru
LIstrik 1300
Air Bersih

Desaign Dalam Fleksible Cara Pembayara juga Fleksible
- KPR bisa
- Chas Keras bisa
- Chas Bertahap Selama 12 Bulan Bisa

NB. Harga Belum Termasuk
- Jerjak
- Pagar
- Kelebihan tanah
- Penambahan bangunan
- Biaya Pembuatan Swimming Pool"
79,07-04-2021,https://www.rumah123.com/properti/medan/hos8135523/,390000000,Medan,66,45,2,1,0,0,0,0,1300,SHM,RUMAH LOKASI STRATEGIS RINGROAD PASAR 1 TANJUNG SARI,"RUMAH LOKASI STRATEGIS RINGROAD PASAR 1 TANJUNG SARI

CLUSTER JANNATI REGENCY
Jl. Pasar 1, Ringroad Medan

Kelebihannya :
1. TERSEDIA TYPE RUKO BISA USAHA 950JT
2. LOKASI SANGAT STRATEGIS
3. PAS PINGGIR JALAN 4. CASH 390 JUTA
5. AREA PALING DICARI YAITU TANJUNGSARI
6. ROW 8 METER BISA SELISIH MOBIL
7. PAS PINGIR JALAN PASAR 1 TIDAK MASUK GANG LAGI
8. ADA JALUR BUS MINI KE BERASTAGI LANGSUNG

Lokasi Strategis :
1. DEKAT RCW, MANHATTAN, CARREFOUR
2. DEKAT SEKOLAH KAMPUS USU SMP DAN SMA NEGERI
3. DEKAT SEGALA MALL ATM, PUSAT BELANJA, SPBU

100% Kualitas DIJAMIN (buy back guaranty)
Pengerjaan RAPI
Desain Suka - Suka
Cara Bayar
KPR Bank
Cash Keras
Cash Bertahap 6 bulan
Bayar Saat Jadi"
80,07-04-2021,https://www.rumah123.com/properti/medan/hos8135339/,6250000000,Medan,600,400,7,5,0,0,4,0,2200,SHM,"Rumah 7 Kamar Tidur di Jl Sei Serayu, Medan","Dijual rumah di Jl Sei Serayu, Medan

LT 600m
LB 400m

7 KT
5 KM

Carport 4 mobil
SHM

Lokasi strategis, cocok untuk usaha!

Harga 6,250M (nego)

Jane JnP
0818 0984 0138
www.jnp.asia"
81,04-04-2021,https://www.rumah123.com/properti/medan/hos8121113/,1050000000,Medan,96,96,3,3,0,0,0,0,2200,SHM,Ready Stok Hunian Mewah,*PROMO TAHUN BARU BELI RUMAH GRATIS BIAYA*
82,30-03-2021,https://www.rumah123.com/properti/medan/hos8100223/,750000000,Medan,162,50,2,1,0,0,0,0,1300,SHM,Rumah Setia Budi Tanjung Sari Ringroad,RUMAH TANAH LUAS DI SETIA BUDI TANJUNG SARI RINGROAD Gg. PRIBADI CLUSTER JANNATI LAND
83,30-03-2021,https://www.rumah123.com/properti/medan/hos8100190/,425000000,Medan,78,50,2,1,0,0,0,0,1300,SHM,RUMAH PADANG BULAN NGUMBAN SURBAKTI SETIA BUDI RINGROAD,Mewujudkan Impian Anda : JANNATI GARDEN
84,30-03-2021,https://www.rumah123.com/properti/medan/hos8100164/,2500000000,Medan,542,150,3,2,0,0,0,0,2200,SHM,rumah classic jarang ada di lingkar stadion teladan luas 542m SHM,"Medan LT 542m,

Dijual Harga Menarik
dekat ke jalan SM Raja
strategis ke Kualanamu dan tol
"
85,29-03-2021,https://www.rumah123.com/properti/medan/hos8094839/,250000000,Medan,90,90,3,1,0,0,0,0,1300,SHM,Hunian eksklusif Hanya satu unit,"Hunian Eksklusif Hanya Satu Unit, Lokasi Komplek Graha Deli Permai, Blok C, Jl. Tani Bersaudara / Sidodadi Ujung, Kawasan Johor"
86,29-03-2021,https://www.rumah123.com/properti/medan/hos8093742/,321800000,Medan,78,45,2,1,0,0,0,0,1300,SHM,rumah murrah...murrah...daerah setia budi free biaya surat dan bonus perabot,"Promo Akhir Maret pasang paving blok*

*1 APRIL HARGA NAIK*

Tanda syukur atas dimulainya pemasangan paving blok di Perumahan District M.

khusus 3 (Trio) unit blok : *C7, C9, dan C11*."
87,29-03-2021,https://www.rumah123.com/properti/medan/hos8093625/,725000000,Medan,72,48,3,2,0,0,0,0,2200,SHM,rumah komplek the santa fe,"DIJUAL RUMAH KOMP. THE SANTA FE - SUNGGAL
JL. PDAM TIRTANADI"
88,29-03-2021,https://www.rumah123.com/properti/medan/hos8091466/,210000000,Medan,84,40,2,1,0,0,0,0,1300,SHM,"rumah br lounching,bisa request denah dalam ,daerah padat penduduk hy 210jt kes 6 bulan","*KAWASAN JOHOR* adalah kawasan yang banyak di cari orang-orang sebagai tempat tinggal yang baik di masa depan, tapi sayang harga rumah di johor sudah sangat menjulang tinggi ...tidak ada pilihan"
89,29-03-2021,https://www.rumah123.com/properti/medan/hos8090990/,1200000000,Medan,162,117,4,3,0,0,0,0,2200,SHM,"rumah cantik,mewah,siap huni,daerah tjg sari","Rumah di jual (1,5 lantai).
Komp. Puri tanjungsari 1 medan."
90,28-03-2021,https://www.rumah123.com/properti/medan/hos8089535/,670000000,Medan,120,200,3,3,0,0,0,0,1300,SHM,Perumahan strategis di johor 2 lantai row jalan 9 meter lebar tanah 8m,Perumahan strategis di johor eka surya Johor UK tanah besar 8x20
91,27-03-2021,https://www.rumah123.com/properti/medan/hos8089034/,950000000,Medan,253,300,3,2,0,0,1,0,2200,SHM,rumah bagus eka rasmi murah,Dijual Jln. Eka suka Gedung Johor
92,27-03-2021,https://www.rumah123.com/properti/medan/hos8089033/,1100000000,Medan,180,250,3,2,0,0,0,0,2200,SHM,rumah luas cantik resik menteng,Dijual rumah Perumahan menteng
93,27-03-2021,https://www.rumah123.com/properti/medan/hos8089032/,6500000000,Medan,500,700,6,6,0,0,0,0,3300,SHM,rumah tasbi 1 2 lantai sudut cantik asri,"Hub opi hp/wa 081370710493

Dijual rumah modern"
94,27-03-2021,https://www.rumah123.com/properti/medan/hos8089029/,357500000,Medan,105,60,3,2,0,0,0,0,1300,SHM,rumah baru cantik murah karya 2 mesjid sumarsono,"Pilihan terbaik untuk para milenial NEW LAUNCHING Seekocik:

persembahan terbaru dari *SEEKOCIK* :

*THE TWINTY ONE*

Lokasi : jl MASJID / SUMARSONO HELVETIA

Rumah dengan lingkungan yang nyaman & lokasi strategis dekat dengan pintu toll"
95,27-03-2021,https://www.rumah123.com/properti/medan/hos8089027/,1100000000,Medan,190,300,3,2,0,0,0,0,2200,SHM,rumah luas ekawarni halaman belakang masi ada murah,"Dijual rumah di ekawarni
Full perabot"
96,27-03-2021,https://www.rumah123.com/properti/medan/hos8089026/,1200000000,Medan,114,300,4,3,0,0,0,0,2200,SHM,rumah cantik luas 2 lantai murah pinggir jalan,"Hub opi hp/wa 081370710493

Dijual rumah di perumahan jalan merpati"
97,27-03-2021,https://www.rumah123.com/properti/medan/hos8088975/,1200000000,Medan,351,351,3,4,0,0,0,0,2200,SHM,komplek permai tanjung gusta,"Komplex Tanjung Permai Tanjung Gusta, Kota Medan, Sumatera Utara

Dijual satu unit Rumah Mewah dua lantai dengan 3 kamar tidur, 4 kamar mandi, Halaman dan Garasi Luas,Ukuran tanah 351M"" SHM, Rp 1,2Milyar dengan jarak Tiga menit dari pintu TOL helvetia dan tiga menit dari perkantoran lapas dan rutan, Akses jalan baik dan lancar,. Seluruh kusen menggunakan Kayu merbau dan dan Meranti kwalitas terbaik

minat :
wa.me//6282274827652"
98,27-03-2021,https://www.rumah123.com/properti/medan/hos8088761/,350000000,Medan,84,84,2,1,0,0,0,0,1300,SHM,The CLUSTER GDP Johor,"*KAWASAN JOHOR* adalah kawasan yang banyak di cari orang-orang sebagai tempat tinggal yang baik di masa depan, tapi sayang harga rumah di johor sudah sangat menjulang tinggi ...tidak ada pilihan"
99,27-03-2021,https://www.rumah123.com/properti/medan/hos8087557/,650000000,Medan,48,110,2,2,0,0,0,0,1300,SHM,RUMAH DENGAN KONDISI SIAP HUNI,DIJUAL RUMAH DI JALAN BRIGJEN KATAMSO KOMPLEK KOPEL INDAH
100,27-03-2021,https://www.rumah123.com/properti/medan/hos8086182/,358000000,Medan,60,60,2,2,0,0,0,0,2200,SHM,Perumahan Cantik Mewah dan Nyaman Salsabila Town House,"*Salsabila Town House*
Jln Stasiun Kampung Lalang
https://maps.app.goo.gl/b9ZDenRiKG9Qzu8E8


*Rumah minimalis 2 lantai dengan konsep townhouse, berada dilokasi strategis dekat pusat kota medan*"
